,isl_pkc,ship_pkc,isl_exp,ship_exp,isl_blc,ship_blc,both_pkc,both_exp,both_blc,choice,expert,group
898,3.5,1.5,7,8,4,3,2.5,7.5,3.5,2,2,Suboptimal/Non-Expert
899,2,3.5,5,5,1.5,2,2.75,5,1.75,2,2,Suboptimal/Non-Expert
900,3,1.5,9,9,1,1,2.25,9,1,2,2,Suboptimal/Non-Expert
901,2,3,9,9,1,1.5,2.5,9,1.25,2,2,Suboptimal/Non-Expert
902,2,2,7,7,1,1,2,7,1,2,2,Suboptimal/Non-Expert
903,1,1,5,7,1,1,1,6,1,2,2,Suboptimal/Non-Expert
904,2,1.5,8,8,1,1,1.75,8,1,2,2,Suboptimal/Non-Expert
905,2.5,1.5,7,8,1.5,1.5,2,7.5,1.5,2,2,Suboptimal/Non-Expert
906,1,4.5,9,6,1,4,2.75,7.5,2.5,2,2,Suboptimal/Non-Expert
907,5,3.5,3,6,3.5,2,4.25,4.5,2.75,2,2,Suboptimal/Non-Expert
908,6.5,1,9,9,1,1,3.75,9,1,2,2,Suboptimal/Non-Expert
909,3,3,9,9,1,1,3,9,1,2,2,Suboptimal/Non-Expert
910,2.5,1.5,9,6,1,1.5,2,7.5,1.25,2,2,Suboptimal/Non-Expert
911,1,1,9,9,1.5,2,1,9,1.75,2,2,Suboptimal/Non-Expert
912,1,1,9,9,1,1,1,9,1,2,2,Suboptimal/Non-Expert
913,2.5,2,8,8,2,1,2.25,8,1.5,2,2,Suboptimal/Non-Expert
914,2.5,4,8,8,2,1.5,3.25,8,1.75,2,2,Suboptimal/Non-Expert
915,3,4.5,6,7,2,2,3.75,6.5,2,2,2,Suboptimal/Non-Expert
916,1,4,9,5,1,2,2.5,7,1.5,2,2,Suboptimal/Non-Expert
917,4.5,4,6,5,3,5,4.25,5.5,4,2,2,Suboptimal/Non-Expert
918,4.5,5,5,6,3,4.5,4.75,5.5,3.75,2,2,Suboptimal/Non-Expert
919,3,5,9,9,1,1,4,9,1,2,2,Suboptimal/Non-Expert
920,2,1,9,9,3,1,1.5,9,2,2,2,Suboptimal/Non-Expert
921,1,1,1,1,1,1,1,1,1,2,2,Suboptimal/Non-Expert
922,1,1,9,9,1,1,1,9,1,2,2,Suboptimal/Non-Expert
923,7,4.5,5,5,3,3.5,5.75,5,3.25,2,2,Suboptimal/Non-Expert
924,1,1,9,9,1,1,1,9,1,2,2,Suboptimal/Non-Expert
925,1.5,2.5,9,8,2.5,3.5,2,8.5,3,2,2,Suboptimal/Non-Expert
926,1,1,9,9,1,1,1,9,1,2,2,Suboptimal/Non-Expert
927,1,1,8,9,1,1,1,8.5,1,2,2,Suboptimal/Non-Expert
928,2,1.5,9,9,1,1,1.75,9,1,2,2,Suboptimal/Non-Expert
929,1,1,9,9,1,1,1,9,1,2,2,Suboptimal/Non-Expert
930,1,1,9,9,1,1,1,9,1,2,2,Suboptimal/Non-Expert
931,1,2,9,8,1,1.5,1.5,8.5,1.25,2,2,Suboptimal/Non-Expert
932,1,1,5,5,2,2,1,5,2,2,2,Suboptimal/Non-Expert
933,4,1,9,9,1,1,2.5,9,1,2,2,Suboptimal/Non-Expert
934,1,1.5,8,7,1,1,1.25,7.5,1,2,2,Suboptimal/Non-Expert
935,2,1,7,9,1.5,1,1.5,8,1.25,2,2,Suboptimal/Non-Expert
936,3.5,5,4,6,3,3,4.25,5,3,2,2,Suboptimal/Non-Expert
937,3.5,2,7,9,2,1,2.75,8,1.5,2,2,Suboptimal/Non-Expert
938,2.5,1.5,7,9,1,1,2,8,1,2,2,Suboptimal/Non-Expert
939,2.5,2.5,5,5,2.5,2.5,2.5,5,2.5,2,2,Suboptimal/Non-Expert
940,1.5,1.5,5,7,2,2.5,1.5,6,2.25,2,2,Suboptimal/Non-Expert
941,2,2.5,8,8,2,2,2.25,8,2,2,2,Suboptimal/Non-Expert
942,5,3,8,9,1,1,4,8.5,1,2,2,Suboptimal/Non-Expert
943,1.5,1,9,8,1,1.5,1.25,8.5,1.25,2,2,Suboptimal/Non-Expert
944,6,#NULL!,8,#NULL!,6,#NULL!,#NULL!,#NULL!,#NULL!,2,2,Suboptimal/Non-Expert
945,1,#NULL!,9,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,2,2,Suboptimal/Non-Expert
946,7,#NULL!,5,#NULL!,7,#NULL!,#NULL!,#NULL!,#NULL!,2,2,Suboptimal/Non-Expert
947,1,#NULL!,9,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,2,2,Suboptimal/Non-Expert
948,8,#NULL!,7,#NULL!,4.5,#NULL!,#NULL!,#NULL!,#NULL!,2,2,Suboptimal/Non-Expert
949,1,#NULL!,9,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,2,2,Suboptimal/Non-Expert
950,2.5,#NULL!,3,#NULL!,2,#NULL!,#NULL!,#NULL!,#NULL!,2,2,Suboptimal/Non-Expert
951,4,#NULL!,4,#NULL!,4,#NULL!,#NULL!,#NULL!,#NULL!,2,2,Suboptimal/Non-Expert
952,3,#NULL!,7,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,2,2,Suboptimal/Non-Expert
953,1,#NULL!,9,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,2,2,Suboptimal/Non-Expert
954,7,#NULL!,7,#NULL!,4.5,#NULL!,#NULL!,#NULL!,#NULL!,2,2,Suboptimal/Non-Expert
955,1,#NULL!,9,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,2,2,Suboptimal/Non-Expert
956,3,#NULL!,6,#NULL!,3.5,#NULL!,#NULL!,#NULL!,#NULL!,2,2,Suboptimal/Non-Expert
957,3,#NULL!,7,#NULL!,2.5,#NULL!,#NULL!,#NULL!,#NULL!,2,2,Suboptimal/Non-Expert
958,6.5,#NULL!,3,#NULL!,1.5,#NULL!,#NULL!,#NULL!,#NULL!,2,2,Suboptimal/Non-Expert
959,3,#NULL!,8,#NULL!,2,#NULL!,#NULL!,#NULL!,#NULL!,2,2,Suboptimal/Non-Expert
960,2.5,#NULL!,9,#NULL!,2,#NULL!,#NULL!,#NULL!,#NULL!,2,2,Suboptimal/Non-Expert
961,4.5,#NULL!,5,#NULL!,4,#NULL!,#NULL!,#NULL!,#NULL!,2,2,Suboptimal/Non-Expert
962,1,#NULL!,5,#NULL!,4.5,#NULL!,#NULL!,#NULL!,#NULL!,2,2,Suboptimal/Non-Expert
963,#NULL!,1,#NULL!,6,#NULL!,1,#NULL!,#NULL!,#NULL!,2,2,Suboptimal/Non-Expert
964,#NULL!,5,#NULL!,5,#NULL!,5,#NULL!,#NULL!,#NULL!,2,2,Suboptimal/Non-Expert
965,#NULL!,1.5,#NULL!,8,#NULL!,1.5,#NULL!,#NULL!,#NULL!,2,2,Suboptimal/Non-Expert
966,#NULL!,1,#NULL!,9,#NULL!,1,#NULL!,#NULL!,#NULL!,2,2,Suboptimal/Non-Expert
967,#NULL!,6,#NULL!,4,#NULL!,3.5,#NULL!,#NULL!,#NULL!,2,2,Suboptimal/Non-Expert
968,#NULL!,1,#NULL!,9,#NULL!,1,#NULL!,#NULL!,#NULL!,2,2,Suboptimal/Non-Expert
969,#NULL!,1,#NULL!,9,#NULL!,1.5,#NULL!,#NULL!,#NULL!,2,2,Suboptimal/Non-Expert
970,#NULL!,1,#NULL!,5,#NULL!,2,#NULL!,#NULL!,#NULL!,2,2,Suboptimal/Non-Expert
971,#NULL!,2.5,#NULL!,9,#NULL!,1,#NULL!,#NULL!,#NULL!,2,2,Suboptimal/Non-Expert
972,#NULL!,5.5,#NULL!,6,#NULL!,4,#NULL!,#NULL!,#NULL!,2,2,Suboptimal/Non-Expert
973,#NULL!,1,#NULL!,7,#NULL!,1,#NULL!,#NULL!,#NULL!,2,2,Suboptimal/Non-Expert
974,#NULL!,1,#NULL!,9,#NULL!,1,#NULL!,#NULL!,#NULL!,2,2,Suboptimal/Non-Expert
975,#NULL!,1,#NULL!,8,#NULL!,1,#NULL!,#NULL!,#NULL!,2,2,Suboptimal/Non-Expert
976,#NULL!,5.5,#NULL!,2,#NULL!,5.5,#NULL!,#NULL!,#NULL!,2,2,Suboptimal/Non-Expert
977,#NULL!,4,#NULL!,5,#NULL!,3,#NULL!,#NULL!,#NULL!,2,2,Suboptimal/Non-Expert
978,#NULL!,1,#NULL!,9,#NULL!,1,#NULL!,#NULL!,#NULL!,2,2,Suboptimal/Non-Expert
979,#NULL!,1,#NULL!,7,#NULL!,1,#NULL!,#NULL!,#NULL!,2,2,Suboptimal/Non-Expert
980,#NULL!,1,#NULL!,9,#NULL!,1,#NULL!,#NULL!,#NULL!,2,2,Suboptimal/Non-Expert
981,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,2,Suboptimal/Non-Expert
982,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,2,Suboptimal/Non-Expert
983,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,2,Suboptimal/Non-Expert
984,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,2,Suboptimal/Non-Expert
985,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,2,Suboptimal/Non-Expert
986,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,2,Suboptimal/Non-Expert
987,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,2,Suboptimal/Non-Expert
988,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,2,Suboptimal/Non-Expert
989,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,2,Suboptimal/Non-Expert
990,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,2,Suboptimal/Non-Expert
991,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,2,Suboptimal/Non-Expert
992,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,2,Suboptimal/Non-Expert
993,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,2,Suboptimal/Non-Expert
994,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,2,Suboptimal/Non-Expert
995,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,2,Suboptimal/Non-Expert
996,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,2,Suboptimal/Non-Expert
997,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,2,Suboptimal/Non-Expert
998,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,2,Suboptimal/Non-Expert
999,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,2,Suboptimal/Non-Expert
1000,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,2,Suboptimal/Non-Expert
1001,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,2,Suboptimal/Non-Expert
1002,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,2,Suboptimal/Non-Expert
1003,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,2,Suboptimal/Non-Expert
