SubjectNo,Isl_pk1,Isl_pk2,isl_exp,isl_bl1,isl_bl2,isl_check1,isl_check2,ship_pk1,ship_pk2,ship_exp,ship_bl1,ship_bl2,ship_check1,ship_check2,isl_expert,ship_expert,age,gender,ethnicity,political,choice,choice_d,choice_m,expert,expert_d,expert_m,order_first,fir_pk1,fir_pk2,fir_exp,fir_bl1,fir_bl2,isl_pkc,ship_pkc,fir_pkc,isl_blc,ship_blc,fir_blc,both_blc,both_pkc,both_exp,both_pk1,both_pk2,both_bl1,both_bl2
890.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,7,4,5,2,1,2,1,1,26,1,2,8,2,0.00,-0.50,2,0.00,-0.50,2,5,7,4,5,2,#NULL!,6.00,6.00,#NULL!,3.50,3.50,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
891.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,1,9,1,1,1,2,1,1,29,1,2,2,2,0.00,-0.50,2,0.00,-0.50,2,1,1,9,1,1,#NULL!,1.00,1.00,#NULL!,1.00,1.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
892.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,7,4,5,4,4,1,2,5,8,20,2,3,5,2,0.00,-0.50,1,1.00,0.50,2,7,4,5,4,4,#NULL!,5.50,5.50,#NULL!,4.00,4.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
893.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,1,9,2,1,1,2,6,1,20,2,7,0,2,0.00,-0.50,2,0.00,-0.50,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1.00,#NULL!,#NULL!,1.50,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
894.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,1,5,2,2,1,2,1,1,25,1,2,5,2,0.00,-0.50,2,0.00,-0.50,2,1,1,5,2,2,#NULL!,1.00,1.00,#NULL!,2.00,2.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
895.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,4,9,1,1,1,2,6,3,29,2,1,0,2,0.00,-0.50,2,0.00,-0.50,2,1,4,9,1,1,#NULL!,2.50,2.50,#NULL!,1.00,1.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
896.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,6,6,4,4,1,2,8,2,26,2,1,5,2,0.00,-0.50,2,0.00,-0.50,2,5,6,6,4,4,#NULL!,5.50,5.50,#NULL!,4.00,4.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
897.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,7,2,1,1,1,1,2,9,9,30,2,2,2,2,0.00,-0.50,1,1.00,0.50,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,4.50,#NULL!,#NULL!,1.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
898.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,1,7,1,1,1,2,1,1,31,1,3,2,2,0.00,-0.50,2,0.00,-0.50,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1.00,#NULL!,#NULL!,1.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
899.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,1,9,1,1,1,2,1,1,31,1,3,1,2,0.00,-0.50,2,0.00,-0.50,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1.00,#NULL!,#NULL!,1.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
900.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,1,8,1,1,1,2,1,1,31,2,3,0,2,0.00,-0.50,2,0.00,-0.50,2,1,1,8,1,1,#NULL!,1.00,1.00,#NULL!,1.00,1.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
901.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,3,7,6,2,3,1,2,4,5,19,2,5,5,2,0.00,-0.50,1,1.00,0.50,2,3,7,6,2,3,#NULL!,5.00,5.00,#NULL!,2.50,2.50,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
902.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,1,9,1,1,1,2,9,9,57,2,2,8,2,0.00,-0.50,1,1.00,0.50,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1.00,#NULL!,#NULL!,1.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
903.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,4,3,5,4,4,1,2,9,8,40,2,5,0,2,0.00,-0.50,1,1.00,0.50,2,4,3,5,4,4,#NULL!,3.50,3.50,#NULL!,4.00,4.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
904.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,4,5,5,4,3,1,2,4,4,31,1,2,2,2,0.00,-0.50,1,1.00,0.50,2,4,5,5,4,3,#NULL!,4.50,4.50,#NULL!,3.50,3.50,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
905.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,6,2,6,5,1,2,3,5,20,1,2,5,2,0.00,-0.50,2,0.00,-0.50,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5.50,#NULL!,#NULL!,5.50,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
906.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5,3,5,3,3,1,2,2,5,37,1,2,2,2,0.00,-0.50,2,0.00,-0.50,2,5,3,5,3,3,#NULL!,4.00,4.00,#NULL!,3.00,3.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
907.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,1,9,1,1,1,2,9,9,42,2,2,5,2,0.00,-0.50,1,1.00,0.50,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1.00,#NULL!,#NULL!,1.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
908.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,1,9,1,1,1,2,1,1,54,2,2,1,2,0.00,-0.50,2,0.00,-0.50,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1.00,#NULL!,#NULL!,1.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
909.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,1,5,1,1,1,2,1,1,20,2,3,5,2,0.00,-0.50,1,1.00,0.50,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1.00,#NULL!,#NULL!,1.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
910.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,1,9,1,1,1,2,9,9,28,1,2,0,2,0.00,-0.50,1,1.00,0.50,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1.00,#NULL!,#NULL!,1.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
911.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,2,6,1,1,1,2,8,8,25,2,2,0,2,0.00,-0.50,1,1.00,0.50,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2.00,#NULL!,#NULL!,1.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
912.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,6,7,7,4,5,1,2,8,7,24,2,2,7,2,0.00,-0.50,1,1.00,0.50,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,6.50,#NULL!,#NULL!,4.50,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
913.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,1,7,1,1,1,2,1,1,27,2,2,0,2,0.00,-0.50,2,0.00,-0.50,2,1,1,7,1,1,#NULL!,1.00,1.00,#NULL!,1.00,1.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
914.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,3,3,7,2,2,1,2,7,8,23,2,5,2,2,0.00,-0.50,1,1.00,0.50,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,3.00,#NULL!,#NULL!,2.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
915.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,3,8,2,2,1,2,8,8,35,1,2,6,2,0.00,-0.50,1,1.00,0.50,2,2,3,8,2,2,#NULL!,2.50,2.50,#NULL!,2.00,2.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
916.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,6,5,8,4,4,1,2,8,6,18,3,1,2,2,0.00,-0.50,1,1.00,0.50,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,5.50,#NULL!,#NULL!,4.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
917.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,1,9,1,1,1,2,1,1,75,1,2,5,2,0.00,-0.50,2,0.00,-0.50,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1.00,#NULL!,#NULL!,1.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
918.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,5,5,2,4,1,2,8,8,51,2,2,7,2,0.00,-0.50,1,1.00,0.50,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,3.50,#NULL!,#NULL!,3.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
919.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,3,6,2,2,1,2,8,8,32,1,5,3,2,0.00,-0.50,1,1.00,0.50,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2.50,#NULL!,#NULL!,2.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
920.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,1,1,32,2,2,0,2,0.00,-0.50,2,0.00,-0.50,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
921.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,7,8,40,2,2,8,2,0.00,-0.50,1,1.00,0.50,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
922.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,1,6,19,2,3,4,2,0.00,-0.50,2,0.00,-0.50,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
923.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,7,5,24,1,5,3,2,0.00,-0.50,1,1.00,0.50,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
924.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,9,9,40,2,1,5,2,0.00,-0.50,1,1.00,0.50,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
925.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,7,7,23,1,2,5,2,0.00,-0.50,1,1.00,0.50,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
926.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,8,8,32,1,2,6,2,0.00,-0.50,1,1.00,0.50,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
927.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,6,7,64,2,2,0,2,0.00,-0.50,1,1.00,0.50,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
928.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,9,4,33,2,2,5,2,0.00,-0.50,1,1.00,0.50,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
929.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,1,1,31,2,2,6,2,0.00,-0.50,2,0.00,-0.50,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
930.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,2,2,18,2,3,2,2,0.00,-0.50,2,0.00,-0.50,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
931.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,9,9,48,2,2,1,2,0.00,-0.50,1,1.00,0.50,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
932.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,8,6,38,2,2,3,2,0.00,-0.50,1,1.00,0.50,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
933.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,6,8,32,2,2,6,2,0.00,-0.50,1,1.00,0.50,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
934.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,9,9,29,2,5,3,2,0.00,-0.50,1,1.00,0.50,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
935.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,8,8,47,2,2,6,2,0.00,-0.50,1,1.00,0.50,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
936.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,9,9,29,2,3,5,2,0.00,-0.50,1,1.00,0.50,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
937.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,3,3,21,1,3,5,2,0.00,-0.50,1,1.00,0.50,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
938.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,2,5,33,1,2,0,2,0.00,-0.50,2,0.00,-0.50,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
939.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,1,1,35,1,3,1,2,0.00,-0.50,2,0.00,-0.50,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
940.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,3,3,30,1,2,6,2,0.00,-0.50,2,0.00,-0.50,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
941.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,1,1,43,1,1,8,2,0.00,-0.50,2,0.00,-0.50,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
942.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,9,9,32,2,5,5,2,0.00,-0.50,1,1.00,0.50,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
943.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,2,2,39,1,2,3,2,0.00,-0.50,1,1.00,0.50,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
944.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,1,1,40,2,3,0,2,0.00,-0.50,2,0.00,-0.50,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
945.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,7,8,36,2,2,0,2,0.00,-0.50,1,1.00,0.50,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
946.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,1,1,65,2,2,10,2,0.00,-0.50,2,0.00,-0.50,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
947.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,1,3,25,1,2,2,2,0.00,-0.50,2,0.00,-0.50,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
948.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,3,2,34,2,7,5,2,0.00,-0.50,2,0.00,-0.50,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
949.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,9,9,36,1,2,0,2,0.00,-0.50,1,1.00,0.50,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
950.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,8,8,26,2,2,1,2,0.00,-0.50,1,1.00,0.50,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
951.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,1,44,2,2,2,1,1.00,0.50,2,0.00,-0.50,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
952.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,4,4,39,2,2,1,1,1.00,0.50,1,1.00,0.50,2,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
953.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,7,8,41,1,2,10,1,1.00,0.50,2,0.00,-0.50,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
954.00,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,4,5,45,1,2,0,1,1.00,0.50,2,0.00,-0.50,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!
